shipment_id,order_line_key,shipment_date,Customer_Key,Plant_Key,Material_Key,Delivery_Qty,Ship_Method,Carrier,Tracking_Number
368,392,2026-05-22,29499,26,9635,558,Air,DB Schenker,TRK7158405337
369,393,2025-08-26,1650,18,9931,34,Parcel,UPS,TRK9376962547
370,393,2025-08-28,1650,18,9931,589,LTL,DHL,TRK4733908862
371,395,2027-01-09,24913,33,6032,253,FTL,FedEx,TRK6091022937
372,396,2026-05-24,27709,32,3720,460,Parcel,UPS,TRK7079994116
373,397,2026-01-07,10568,34,7247,5,Air,FedEx,TRK4301042255
374,398,2026-09-03,15787,27,6337,26,LTL,FedEx,TRK8277215486
375,399,2026-01-18,3505,35,103,108,LTL,Maersk,TRK3773400644
376,400,2026-08-10,25602,5,2929,179,LTL,UPS,TRK9914078901
377,401,2025-06-26,42445,23,4764,366,Air,XPO,TRK1298743865
378,403,2025-06-09,6263,19,6186,478,FTL,FedEx,TRK2602768141
379,404,2025-07-13,18995,15,5485,112,Parcel,Maersk,TRK5074243852
380,404,2025-07-15,18995,15,5485,229,Parcel,DHL,TRK6380478816
381,405,2026-07-27,5724,6,4958,650,Air,Maersk,TRK2998737091
382,406,2026-08-22,15229,11,2619,668,Air,Maersk,TRK7946979678
383,407,2025-09-03,31715,13,3497,63,LTL,DB Schenker,TRK8238743098
384,408,2026-09-03,35183,27,6943,211,LTL,DHL,TRK2020939683
385,409,2025-06-13,1895,32,578,320,Parcel,Maersk,TRK7299682372
386,409,2025-06-15,1895,32,578,373,Air,UPS,TRK7372242572
387,410,2026-07-06,9663,3,7583,190,FTL,Maersk,TRK3718332810
388,412,2026-06-11,46018,8,715,105,Parcel,DHL,TRK7644850380
389,414,2025-08-11,4200,18,3636,544,FTL,DB Schenker,TRK7425920845
390,415,2026-03-14,4431,20,4257,303,Air,Maersk,TRK2637792551
391,417,2024-10-27,1654,30,6694,67,FTL,UPS,TRK6829783051
392,418,2024-12-23,7632,33,4796,232,LTL,UPS,TRK3653874343
393,420,2025-11-14,17220,7,436,349,LTL,DHL,TRK2995330426
394,420,2025-11-16,17220,7,436,189,Parcel,DB Schenker,TRK5209414640
395,421,2026-01-02,20703,13,7321,120,LTL,XPO,TRK1495511364
396,422,2027-01-18,10345,24,3218,129,LTL,Maersk,TRK7559169907
397,422,2027-01-20,10345,24,3218,222,Air,DB Schenker,TRK6845926044
398,423,2024-09-09,13046,18,4390,266,FTL,DB Schenker,TRK2437344781
399,424,2025-09-10,43804,18,9031,358,FTL,FedEx,TRK1124980493
400,426,2025-02-11,40250,2,6268,674,LTL,Maersk,TRK7896518361
401,427,2025-06-07,1334,34,8626,126,LTL,DHL,TRK2460373759
402,428,2026-09-03,25503,26,8769,34,Air,Maersk,TRK7568794082
403,429,2026-10-08,43864,22,7381,358,Air,UPS,TRK3286128533
404,430,2025-10-12,4984,1,9889,515,FTL,DB Schenker,TRK6916277668
405,431,2026-01-23,42444,28,6510,370,Air,DB Schenker,TRK4785545853
406,432,2026-07-25,15731,35,5498,668,FTL,Maersk,TRK6030709251
407,433,2026-11-07,6376,20,6154,404,LTL,DHL,TRK5964798432
408,434,2025-07-24,44593,16,2448,436,Air,Maersk,TRK5854167581
409,436,2026-06-14,2671,14,4435,633,LTL,DHL,TRK2184024045
410,437,2025-08-26,1766,23,4684,249,Air,UPS,TRK3622084976
411,438,2025-11-20,11158,19,6568,379,FTL,Maersk,TRK3299882087
412,439,2026-01-30,31656,21,843,342,Air,XPO,TRK8500790384
413,442,2026-05-20,18091,24,8275,511,FTL,XPO,TRK8263189132
414,443,2024-09-28,7572,30,9379,578,LTL,XPO,TRK8579204413
415,444,2026-06-03,3914,34,1784,253,Air,DB Schenker,TRK6528162514
416,445,2025-10-10,2594,32,8225,293,LTL,XPO,TRK7249851539
417,446,2026-01-05,8538,24,798,194,Parcel,DB Schenker,TRK5534436128
418,447,2025-04-25,1699,9,6414,56,Parcel,FedEx,TRK4574122184
419,448,2025-11-30,9801,10,6694,600,LTL,DB Schenker,TRK2297381275
420,450,2025-04-09,39056,3,2666,504,Air,UPS,TRK5046271550
421,451,2026-01-01,35862,9,4586,45,FTL,FedEx,TRK3395647415
422,451,2026-01-03,35862,9,4586,33,Air,Maersk,TRK8654536259
423,452,2026-11-21,34100,15,6331,116,Parcel,DHL,TRK8357232682
424,452,2026-11-23,34100,15,6331,471,LTL,DB Schenker,TRK4516596417
425,454,2026-11-04,13538,11,3416,138,Parcel,DHL,TRK6460667655
426,455,2026-02-20,4779,2,9935,569,FTL,Maersk,TRK8367615594
427,457,2026-09-17,20626,35,5939,47,Parcel,FedEx,TRK6940463256
428,457,2026-09-19,20626,35,5939,174,Air,Maersk,TRK8682101125
429,459,2027-02-15,22613,16,368,472,Parcel,DB Schenker,TRK4611772538
430,459,2027-02-17,22613,16,368,238,Parcel,FedEx,TRK4479417034
431,460,2026-03-21,4328,7,1792,578,LTL,XPO,TRK1797939482
432,461,2026-01-03,6797,11,6133,92,Parcel,DB Schenker,TRK2423500198
433,462,2025-04-22,23268,28,5436,132,LTL,XPO,TRK2286966977
434,462,2025-04-24,23268,28,5436,74,Parcel,XPO,TRK8734868578
435,463,2024-09-17,6358,20,8926,566,LTL,DHL,TRK5575899324
436,465,2026-11-08,3040,28,5144,396,LTL,UPS,TRK8508311464
437,466,2026-04-10,33795,32,3382,321,Air,Maersk,TRK6254540041
438,467,2025-01-21,45729,19,3097,342,Air,DB Schenker,TRK8521089192
439,468,2026-07-22,6010,29,5412,298,FTL,UPS,TRK8800441730
440,469,2026-11-23,3181,22,3536,316,LTL,XPO,TRK6760466588
441,470,2026-10-02,18922,11,3385,22,Air,FedEx,TRK3432908833
442,470,2026-10-04,18922,11,3385,102,LTL,DB Schenker,TRK4029492054
443,471,2027-02-06,1071,20,4679,62,LTL,DB Schenker,TRK3124858877
444,472,2025-09-17,4916,4,3087,33,LTL,UPS,TRK5067107751
445,474,2027-01-09,8060,20,5263,35,Parcel,FedEx,TRK2618094648
446,474,2027-01-11,8060,20,5263,521,Parcel,UPS,TRK8205540001
447,475,2025-04-25,15149,9,2873,584,FTL,DB Schenker,TRK4037958025
448,476,2025-11-10,35418,15,6811,1,Air,DHL,TRK4910333535
449,476,2025-11-12,35418,15,6811,3,LTL,DHL,TRK4844748363
450,479,2025-05-06,4748,26,1382,498,LTL,UPS,TRK7530247942
451,480,2026-12-04,42146,13,2036,264,Air,XPO,TRK6632595810
452,480,2026-12-06,42146,13,2036,223,LTL,DHL,TRK2060719621
453,481,2024-10-27,14868,20,8130,202,Air,XPO,TRK4551651197
454,482,2025-07-07,3445,17,6543,460,FTL,DB Schenker,TRK9489423891
455,483,2026-10-23,300,32,4490,33,FTL,DB Schenker,TRK3916656186
456,483,2026-10-25,300,32,4490,100,LTL,DHL,TRK9098528709
457,485,2026-04-18,46958,29,3304,45,Parcel,XPO,TRK8905394706
458,486,2024-11-29,1219,10,956,512,FTL,FedEx,TRK1139026296
459,487,2026-06-14,36937,5,9728,68,LTL,FedEx,TRK6198113685
460,487,2026-06-16,36937,5,9728,204,Air,XPO,TRK3866912416
461,488,2027-01-16,1160,21,1514,275,LTL,XPO,TRK2253003772
462,489,2026-09-26,8769,35,2706,576,Parcel,Maersk,TRK1066642196
463,490,2025-03-08,12466,20,2468,213,FTL,DHL,TRK9441739801
464,493,2026-01-21,5740,30,7635,297,LTL,XPO,TRK1162433468
465,496,2024-09-05,26468,2,1110,585,LTL,Maersk,TRK5320117875
466,497,2024-12-09,5009,11,4197,651,FTL,DHL,TRK7489607101
467,498,2025-06-07,7435,9,8706,433,LTL,XPO,TRK7383683286
468,499,2026-06-05,14590,35,916,121,LTL,Maersk,TRK7747811060
469,499,2026-06-07,14590,35,916,56,LTL,XPO,TRK5899016820
470,500,2025-09-18,25410,2,9528,362,FTL,DHL,TRK3204883586
471,502,2026-09-03,20700,25,7550,273,LTL,DHL,TRK1234906258
472,503,2025-05-01,23277,11,6100,431,Parcel,UPS,TRK9431060980
473,504,2026-09-23,4317,31,3821,386,LTL,FedEx,TRK3604452286
474,505,2025-04-21,16045,5,4052,175,FTL,FedEx,TRK8650548511
475,506,2024-12-21,48395,8,833,513,Air,UPS,TRK1999595366
476,508,2025-05-23,10176,26,6457,403,LTL,Maersk,TRK5297360516
477,509,2024-10-19,43788,11,2825,85,FTL,XPO,TRK4864896582
478,509,2024-10-21,43788,11,2825,631,Air,XPO,TRK6006664989
479,511,2027-02-08,16779,27,7313,377,FTL,DB Schenker,TRK5456979816
480,512,2026-05-11,37002,24,7325,43,FTL,Maersk,TRK5898216805
481,513,2026-05-14,19149,29,5039,469,Parcel,DHL,TRK2406478569
482,514,2024-12-21,47263,4,3936,206,Air,FedEx,TRK2168949723
483,515,2024-12-26,1607,27,7296,577,Parcel,XPO,TRK5217414102
484,516,2027-01-16,28504,28,1411,373,FTL,Maersk,TRK2432565576
485,517,2025-12-26,33345,33,9623,583,Air,DB Schenker,TRK8099238031
486,518,2026-12-20,32935,12,4860,311,Parcel,DB Schenker,TRK4260061616
487,519,2026-02-08,31921,2,8200,218,Parcel,FedEx,TRK1531892971
488,520,2025-08-27,1853,8,7477,398,Air,DHL,TRK2985707758
489,521,2026-02-01,35704,8,2700,357,LTL,UPS,TRK1191741923
490,522,2024-08-28,2915,15,4470,618,Parcel,FedEx,TRK9895925851
491,523,2026-04-11,31510,19,2192,606,LTL,DHL,TRK9422649062
492,524,2025-01-19,963,8,5051,10,Parcel,FedEx,TRK6325317417
493,525,2025-10-30,2893,16,1828,22,Air,DHL,TRK1100773250
494,525,2025-11-01,2893,16,1828,249,Parcel,XPO,TRK1659942613
495,526,2024-12-12,3152,34,5642,525,LTL,XPO,TRK2762978380
496,528,2025-07-07,47147,7,466,178,Parcel,FedEx,TRK7357989123
497,529,2026-02-05,1435,9,2332,345,LTL,FedEx,TRK1999541040
498,530,2026-06-28,1715,35,1626,102,Air,UPS,TRK2241734942
499,530,2026-06-30,1715,35,1626,49,Parcel,UPS,TRK5315961006
500,531,2026-03-14,1200,11,5727,323,Air,XPO,TRK1864560316
501,531,2026-03-16,1200,11,5727,373,LTL,FedEx,TRK1301547133
502,532,2026-10-09,30519,29,4145,369,Air,DB Schenker,TRK8797619424
503,534,2026-10-06,27477,2,6129,679,Air,XPO,TRK8734360733
504,535,2026-08-12,7624,21,4510,18,LTL,UPS,TRK2977201304
505,535,2026-08-14,7624,21,4510,105,FTL,DHL,TRK3039822090
506,536,2025-10-10,10970,32,7025,172,Parcel,FedEx,TRK6126980082
507,536,2025-10-12,10970,32,7025,516,Parcel,DB Schenker,TRK1482046568
508,537,2025-02-21,1914,32,758,600,LTL,Maersk,TRK3059949517
509,538,2025-08-31,3196,26,225,327,LTL,UPS,TRK1485404341
510,538,2025-09-02,3196,26,225,437,LTL,DHL,TRK6880949608
511,539,2026-06-28,1262,12,895,511,LTL,DHL,TRK7936096169
512,540,2026-01-31,8027,10,8493,260,FTL,Maersk,TRK1938413009
513,542,2025-02-03,18238,8,9943,221,LTL,Maersk,TRK7231892238
514,544,2026-08-20,17384,34,3772,22,Parcel,UPS,TRK7676990931
515,544,2026-08-22,17384,34,3772,25,LTL,FedEx,TRK4594044424
516,545,2026-01-27,40067,27,248,217,LTL,FedEx,TRK4657136959
517,545,2026-01-29,40067,27,248,119,Air,DHL,TRK1266887878
518,546,2025-11-06,47771,16,6584,599,FTL,DHL,TRK7189679817
519,547,2026-06-18,10872,12,3797,175,Parcel,FedEx,TRK9127157625
520,548,2025-12-24,43135,31,8882,281,LTL,FedEx,TRK8120988536
521,549,2026-09-13,9671,5,2172,406,LTL,FedEx,TRK2048360546
522,550,2026-07-28,1853,17,5721,356,LTL,Maersk,TRK9407661480
523,551,2024-08-31,22809,5,7062,181,Air,FedEx,TRK9638357678
524,551,2024-09-02,22809,5,7062,549,Air,Maersk,TRK2312327891
525,553,2026-01-11,27614,18,2092,86,FTL,DB Schenker,TRK6001790186
526,554,2026-05-01,4957,34,7189,169,Parcel,Maersk,TRK4388188391
527,555,2024-10-07,36447,31,5780,604,Air,FedEx,TRK9765158321
528,556,2025-12-19,6952,3,7772,111,Parcel,DHL,TRK7026558791
529,557,2026-12-23,14851,33,6876,434,Air,UPS,TRK7978798422
530,559,2026-10-15,48455,20,992,167,Air,DB Schenker,TRK1077013091
531,560,2024-09-02,49126,9,9957,226,Air,FedEx,TRK3710765824
532,562,2025-05-12,44615,25,2017,267,LTL,Maersk,TRK2335479162
533,563,2025-08-22,39267,22,4070,82,FTL,UPS,TRK7730661447
534,564,2026-05-29,5251,34,8178,268,FTL,UPS,TRK7047369037
535,565,2025-02-16,31473,21,6745,21,Parcel,Maersk,TRK2377388277
536,565,2025-02-18,31473,21,6745,407,Air,DHL,TRK1511667118
537,567,2025-07-13,29970,2,5189,310,Parcel,DHL,TRK9959529467
538,567,2025-07-15,29970,2,5189,202,LTL,DHL,TRK3255673756
539,568,2025-12-17,14174,31,7966,488,Air,DB Schenker,TRK1301995461
540,568,2025-12-19,14174,31,7966,282,Parcel,UPS,TRK9269562384
541,569,2026-05-20,8316,33,2208,27,Air,DHL,TRK8944114903
542,569,2026-05-22,8316,33,2208,195,Parcel,Maersk,TRK6877701482
543,571,2026-10-25,3349,34,9380,158,LTL,FedEx,TRK5287501418
544,572,2026-01-13,9460,31,471,583,Air,DB Schenker,TRK2714233793
545,573,2026-03-13,30445,12,5075,81,LTL,FedEx,TRK1106190553
546,573,2026-03-15,30445,12,5075,48,Parcel,Maersk,TRK2693548803
547,574,2025-04-06,20786,8,2470,263,FTL,FedEx,TRK1302689367
548,575,2024-09-26,7064,6,7736,165,FTL,DB Schenker,TRK7350223956
549,576,2024-12-30,42092,17,8929,462,FTL,Maersk,TRK9480464195
550,577,2026-08-27,21729,9,393,278,Parcel,XPO,TRK3685012066
551,579,2026-09-13,5010,11,1456,356,Parcel,Maersk,TRK2512964525
552,580,2026-03-14,16478,13,5297,279,Air,Maersk,TRK8509213361
553,581,2025-04-26,9093,17,6813,322,Air,DHL,TRK7128519656
554,582,2026-11-21,6903,16,3031,624,Air,XPO,TRK6286130851
555,583,2026-10-16,951,8,4366,164,Parcel,DHL,TRK8069406046
556,584,2026-12-21,7201,24,1275,338,LTL,DHL,TRK6945935537
557,585,2024-10-05,32510,18,9010,509,Air,FedEx,TRK2420037811
558,586,2026-01-16,46644,10,2537,243,LTL,UPS,TRK6267866686
559,588,2025-02-28,32702,3,2636,135,LTL,XPO,TRK4261810179
560,589,2026-02-08,29721,18,2891,67,Parcel,DHL,TRK7133891529
561,591,2025-11-19,13773,5,6145,215,Air,Maersk,TRK3775325049
562,592,2026-03-15,23248,25,8842,391,Air,DB Schenker,TRK5178430244
563,594,2025-03-03,10343,32,8987,39,LTL,DB Schenker,TRK5824747341
564,594,2025-03-05,10343,32,8987,366,FTL,DB Schenker,TRK8679296145
565,595,2025-01-03,21842,30,4583,402,FTL,Maersk,TRK6018596468
566,597,2025-11-20,4104,35,910,229,Air,Maersk,TRK1240468298
567,598,2024-11-03,8304,4,8226,152,Air,DB Schenker,TRK9027136992
568,601,2025-02-08,48297,31,3158,634,Parcel,DB Schenker,TRK3988585181
569,604,2026-05-23,62,32,813,553,Parcel,DHL,TRK3510923851
570,608,2024-08-30,46181,10,2440,92,LTL,Maersk,TRK6120696488
571,608,2024-09-01,46181,10,2440,220,Parcel,FedEx,TRK8197004199
572,609,2026-03-06,404,26,5017,82,Air,UPS,TRK4719937559
573,610,2026-03-04,6331,20,2416,364,Air,DHL,TRK7631538656
574,611,2026-02-22,30105,11,7695,388,LTL,DHL,TRK3279024884
575,612,2025-04-04,35508,13,9521,158,LTL,UPS,TRK3396506048
576,613,2026-02-23,7389,6,3441,362,LTL,Maersk,TRK8580562778
577,614,2026-11-18,15388,8,9792,175,Parcel,DHL,TRK9125403244
578,615,2024-09-26,4166,8,5464,656,LTL,Maersk,TRK6347077076
579,616,2027-02-04,8671,28,3846,617,LTL,DB Schenker,TRK4616166725
580,617,2026-02-11,18724,29,5090,140,Air,UPS,TRK5119588503
581,618,2026-05-18,35444,18,8223,146,Air,UPS,TRK3581350912
582,618,2026-05-20,35444,18,8223,362,Air,FedEx,TRK8127506817
583,619,2025-08-30,27264,10,2079,644,Air,UPS,TRK4440595894
584,620,2025-12-12,3512,9,4272,212,Air,FedEx,TRK5782493609
585,622,2025-04-13,21366,15,9574,262,Parcel,DB Schenker,TRK2515397895
586,624,2025-07-24,31593,4,1659,409,FTL,UPS,TRK8881592531
587,625,2025-10-20,16059,12,7939,189,FTL,DB Schenker,TRK6188802960
588,625,2025-10-22,16059,12,7939,606,FTL,DB Schenker,TRK5277942297
589,626,2025-02-27,13081,18,9619,430,Air,DB Schenker,TRK6426468355
590,627,2026-11-25,5096,15,2358,369,Parcel,FedEx,TRK7970447677
591,628,2025-06-26,1562,29,8703,402,LTL,DHL,TRK3330484866
592,629,2024-10-26,5789,2,6740,596,LTL,DHL,TRK2477901467
593,630,2026-11-24,1525,9,8558,640,Parcel,FedEx,TRK9156996237
594,631,2026-05-08,39305,11,3575,191,FTL,DHL,TRK1799714909
595,632,2025-07-04,23550,11,644,73,LTL,DB Schenker,TRK9793602853
596,633,2026-10-23,5347,8,1919,341,FTL,Maersk,TRK7714171840
597,634,2027-01-25,621,31,4528,98,FTL,Maersk,TRK7115710109
598,636,2026-04-28,8585,8,3829,225,Air,XPO,TRK9639678209
599,638,2026-04-22,25713,25,2843,600,Air,UPS,TRK2664484290
600,639,2027-01-20,26581,12,4379,45,Parcel,XPO,TRK5289517903
601,640,2025-01-22,9555,5,7571,277,Parcel,DB Schenker,TRK8648639706
602,641,2026-08-15,27186,32,2675,35,FTL,FedEx,TRK1264856548
603,642,2025-10-24,36596,28,4641,39,Air,Maersk,TRK5873164493
604,642,2025-10-26,36596,28,4641,332,LTL,DHL,TRK9846011258
605,643,2024-12-17,4258,25,3897,679,Parcel,Maersk,TRK4522389184
606,644,2025-12-19,4549,24,5632,514,Parcel,Maersk,TRK2384504254
607,645,2026-04-21,36423,21,4396,493,Parcel,XPO,TRK4696630893
608,647,2024-08-24,6057,17,2959,72,Air,FedEx,TRK2131103212
609,648,2026-12-03,43378,26,7708,485,Air,Maersk,TRK4823700250
610,649,2025-07-15,43534,23,2308,368,LTL,DB Schenker,TRK3203989901
611,650,2025-10-26,48128,24,2091,570,LTL,Maersk,TRK9888051369
612,651,2025-01-23,16057,34,2977,129,Parcel,DHL,TRK9846895586
613,652,2027-01-28,4501,12,1120,19,Parcel,DHL,TRK8773632612
614,652,2027-01-30,4501,12,1120,506,Air,FedEx,TRK2178044117
615,653,2024-09-03,5342,8,1841,355,Air,DHL,TRK6492228250
616,653,2024-09-05,5342,8,1841,284,Parcel,DB Schenker,TRK9615498004
617,654,2026-08-21,48649,4,7140,48,Air,DB Schenker,TRK5597525514
618,655,2026-11-03,1067,26,4080,480,FTL,UPS,TRK8212737813
619,656,2026-03-02,6157,25,8000,473,FTL,FedEx,TRK7859855180
620,657,2026-10-14,9283,21,9953,668,Air,Maersk,TRK6584150565
621,658,2025-05-04,7177,18,2561,41,Parcel,DB Schenker,TRK5374214412
622,659,2025-04-26,44348,13,8950,396,FTL,FedEx,TRK3839028617
623,661,2027-01-25,8359,22,1158,505,Parcel,XPO,TRK7941781177
624,667,2025-05-23,30753,8,3192,45,Parcel,Maersk,TRK2218055307
625,668,2025-03-28,3273,10,3417,571,LTL,UPS,TRK1445924751
626,670,2026-02-01,1774,10,1963,481,LTL,UPS,TRK8345645043
627,671,2026-06-01,933,2,2537,355,Parcel,UPS,TRK7356613304
628,672,2026-02-28,6088,12,8170,272,LTL,UPS,TRK8084610958
629,673,2027-01-08,19404,4,183,491,LTL,DB Schenker,TRK3686623448
630,674,2026-03-18,2918,15,3097,276,LTL,FedEx,TRK4411116642
631,675,2026-03-02,10372,27,5202,642,Air,XPO,TRK3913912965
632,676,2025-01-17,2035,3,1546,133,Air,Maersk,TRK6296806508
633,677,2027-01-05,9417,14,964,59,FTL,UPS,TRK6118141885
634,679,2025-06-23,5597,6,6983,656,FTL,Maersk,TRK1160739188
635,680,2026-09-30,11200,23,1170,290,Air,Maersk,TRK8698339248
636,681,2025-12-04,16560,4,6845,225,Air,XPO,TRK7802736040
637,682,2024-11-16,7828,7,4686,355,Parcel,DB Schenker,TRK8485879073
638,683,2026-09-06,4863,22,700,18,LTL,DB Schenker,TRK8421048040
639,683,2026-09-08,4863,22,700,108,Air,DB Schenker,TRK7172298519
640,684,2026-03-07,26296,1,9263,215,Air,DHL,TRK4439231580
641,686,2025-02-08,46863,25,4596,55,FTL,FedEx,TRK9375175191
642,686,2025-02-10,46863,25,4596,57,LTL,DHL,TRK8308704119
643,687,2026-06-10,1897,18,1439,316,Air,DB Schenker,TRK9668858636
644,688,2026-08-07,31833,8,4565,643,FTL,XPO,TRK8515326961
645,689,2024-11-23,2388,16,6948,79,Air,XPO,TRK7107477365
646,690,2024-10-28,8100,11,1378,672,Air,DHL,TRK8086199009
647,691,2025-04-19,20654,7,1585,361,Parcel,XPO,TRK1180571925
648,692,2026-11-18,13465,18,6986,11,Air,XPO,TRK1064710448
649,692,2026-11-20,13465,18,6986,443,FTL,DB Schenker,TRK4573652398
650,693,2026-09-12,38827,17,2665,404,Parcel,DHL,TRK2405460562
651,694,2025-05-01,16992,21,8445,660,FTL,FedEx,TRK3922980947
652,695,2024-12-26,2587,20,9570,566,Air,XPO,TRK8886038443
653,696,2026-01-22,6755,5,5159,96,LTL,DB Schenker,TRK3267458902
654,697,2025-02-12,9241,18,7983,94,Air,DB Schenker,TRK8353428123
655,698,2025-03-20,42117,26,7330,320,FTL,FedEx,TRK6425803800
656,699,2026-07-04,38997,4,7520,51,Parcel,DB Schenker,TRK7880459160
657,699,2026-07-06,38997,4,7520,80,Air,DHL,TRK4676041399
658,700,2025-11-05,28941,15,4531,228,FTL,Maersk,TRK8528971925
659,700,2025-11-07,28941,15,4531,219,Air,FedEx,TRK7315701395
660,702,2025-05-08,3283,5,671,4,LTL,DB Schenker,TRK3648928074
661,702,2025-05-10,3283,5,671,134,Parcel,XPO,TRK6734663915
662,703,2026-06-18,3900,26,6798,571,FTL,UPS,TRK1812049752
663,704,2027-01-01,14256,19,3021,252,LTL,XPO,TRK5928416716
664,707,2026-02-11,21976,25,9995,334,Parcel,UPS,TRK1315838001
665,711,2025-11-23,17202,4,5758,72,FTL,UPS,TRK3647947168
666,711,2025-11-25,17202,4,5758,85,LTL,UPS,TRK8067037179
667,712,2025-10-21,2256,20,8405,412,LTL,Maersk,TRK6344499720
668,713,2026-10-09,14107,26,2995,268,Parcel,DHL,TRK4489903590
669,714,2025-01-09,36091,7,6170,53,Air,Maersk,TRK2876205554
670,714,2025-01-11,36091,7,6170,506,LTL,Maersk,TRK9999877017
671,715,2025-08-11,619,23,5881,113,FTL,XPO,TRK1084188352
672,715,2025-08-13,619,23,5881,112,Air,XPO,TRK6974957045
673,716,2026-05-16,5015,11,9633,522,Parcel,FedEx,TRK6223336321
674,717,2026-02-01,11514,20,1961,413,FTL,XPO,TRK8051104028
675,718,2026-01-08,8917,5,4656,166,FTL,UPS,TRK6696083634
676,719,2025-09-18,41785,32,4517,169,LTL,XPO,TRK3940568263
677,719,2025-09-20,41785,32,4517,383,Parcel,UPS,TRK9484389214
678,721,2025-04-29,21579,25,5223,5,LTL,Maersk,TRK3154067041
679,722,2026-06-26,8296,9,7037,56,FTL,Maersk,TRK3684850343
680,723,2026-05-03,30595,17,6760,37,Air,XPO,TRK4661737740
681,725,2025-05-02,28494,28,5372,327,Air,DB Schenker,TRK3993070024
682,726,2025-08-04,7368,16,319,512,LTL,DB Schenker,TRK1415673810
683,727,2025-05-23,30196,8,222,300,FTL,DHL,TRK8178256098
684,728,2027-01-15,2800,18,9235,22,LTL,XPO,TRK1733639792
685,729,2026-02-23,1713,29,8158,4,LTL,DHL,TRK6358879691
686,729,2026-02-25,1713,29,8158,76,Parcel,UPS,TRK1269964288
687,730,2026-01-06,5316,25,9422,210,FTL,DB Schenker,TRK7894922709
688,730,2026-01-08,5316,25,9422,129,FTL,DB Schenker,TRK4111005852
689,731,2026-11-29,2888,23,4662,24,LTL,UPS,TRK9316188771
690,732,2025-11-23,9599,5,2867,413,LTL,DHL,TRK4450629169
691,733,2025-04-03,21756,19,8296,533,FTL,UPS,TRK4078277903
692,734,2026-04-20,15439,26,7074,263,FTL,DHL,TRK3898193836
693,735,2025-08-31,1494,28,7270,4,FTL,Maersk,TRK2409664601
694,735,2025-09-02,1494,28,7270,13,Parcel,Maersk,TRK8985082897
695,736,2026-03-21,2006,4,8194,15,Air,Maersk,TRK5428417537
696,736,2026-03-23,2006,4,8194,275,Air,DHL,TRK9662669799
697,738,2026-08-28,3804,30,1426,39,FTL,Maersk,TRK2328514151
698,739,2026-02-19,33390,18,3539,48,Air,UPS,TRK2657861977
699,740,2026-09-09,38993,13,5445,269,LTL,XPO,TRK2284921539
700,741,2024-09-14,37716,15,6552,114,FTL,DB Schenker,TRK6275660679
701,742,2026-08-31,16768,3,8323,438,Parcel,XPO,TRK2190010161
702,743,2026-04-27,2906,11,7070,487,FTL,DB Schenker,TRK5287363773
703,744,2026-12-29,3861,29,2437,430,Parcel,XPO,TRK6506331478
704,745,2025-08-23,38843,25,7441,217,FTL,Maersk,TRK6652639077
705,745,2025-08-25,38843,25,7441,463,Air,Maersk,TRK8126389952
706,746,2026-06-26,48625,10,6266,201,Air,FedEx,TRK5163967033
707,746,2026-06-28,48625,10,6266,216,Parcel,DHL,TRK5517590849
708,748,2026-12-03,4192,22,3000,76,LTL,DB Schenker,TRK1865116157
709,749,2026-03-12,8357,21,6466,430,FTL,DB Schenker,TRK5491504350
710,750,2026-10-23,6896,26,5546,552,Parcel,DB Schenker,TRK7277767949
711,751,2024-12-27,1494,28,3853,387,FTL,Maersk,TRK9960458618
712,752,2025-06-11,8514,28,1097,198,Parcel,DB Schenker,TRK8138801082
713,753,2024-09-30,2374,31,7474,460,Parcel,FedEx,TRK7668915876
714,754,2024-11-08,38871,8,4909,638,FTL,DB Schenker,TRK4571970507
715,755,2024-09-06,17015,9,1640,69,Parcel,FedEx,TRK6478784780
716,755,2024-09-08,17015,9,1640,222,LTL,Maersk,TRK6892955874
717,756,2026-07-15,41406,15,5777,74,Parcel,XPO,TRK9190766642
718,758,2026-01-26,7852,15,3898,136,LTL,FedEx,TRK9974851989
719,759,2026-04-23,46285,29,4836,509,Parcel,XPO,TRK9660034465
720,760,2025-09-29,34162,7,2241,551,Parcel,FedEx,TRK2795434403
721,761,2026-10-01,23720,20,1267,195,Air,Maersk,TRK8273638541
722,761,2026-10-03,23720,20,1267,210,Air,DHL,TRK5120436396
723,762,2025-10-18,6123,27,3313,314,Air,Maersk,TRK6237160886
724,763,2024-11-27,12422,32,3817,259,Parcel,FedEx,TRK8933049614
725,765,2026-04-07,27423,18,9010,401,FTL,FedEx,TRK3489032643
726,766,2025-06-12,38237,23,5020,23,Air,DHL,TRK1623514500
727,767,2026-09-06,5477,7,5908,42,LTL,UPS,TRK3328133582
728,767,2026-09-08,5477,7,5908,289,FTL,DHL,TRK1550604511
729,768,2026-11-09,22479,31,6006,237,Parcel,UPS,TRK6582823378
730,770,2024-08-15,27188,26,9154,60,Parcel,XPO,TRK2822919013
731,771,2025-01-07,9118,11,6009,331,FTL,FedEx,TRK6759405758
732,774,2025-11-05,519,28,9680,223,Air,UPS,TRK5341161539
733,775,2026-10-11,26299,6,1225,277,Parcel,FedEx,TRK7418850190
734,775,2026-10-13,26299,6,1225,241,LTL,FedEx,TRK5626110077
735,777,2026-02-04,8142,29,574,638,LTL,DB Schenker,TRK8564644843
736,778,2027-01-13,35816,18,5047,204,Air,Maersk,TRK6119815311
