Material_Key,SAP_Material_Number,QAD_Material_Number,SAP_Planning_SKU,QAD_Planning_SKU,material_description,material_type,unit_of_measure,unit_of_measure_description,product_line,product_line_description,weight,application,sub_application,brand,brand_category,length_in,width_in,height_in,warranty_months,pallet_quantity,cost_usd,pallet_layer_qty,MCN
117,824377321,Q871134,PLN-200117,QPLN-200117,TitanCore Charging Automotive ICE 00117,RM,SET,Set,Charging,Chargers & accessories,0.1,Automotive,ICE,TitanCore,Industrial,36,19,4,8,2,52.24,2,
118,481561768,Q374220,PLN-200118,QPLN-200118,EcoCell Thermal Industrial Material Handling 00118,SFG,EA,Each,Thermal,Cooling systems & manifolds,18.21,Industrial,Material Handling,EcoCell,Value,32,38,14,13,2,69.88,1,
119,520223392,Q964903,PLN-200119,QPLN-200119,VoltMax Thermal Energy Storage 00119,RM,LBS,Pounds,Thermal,Cooling systems & manifolds,43.16,Energy,Storage,VoltMax,Premium,30,24,17,13,6,46.08,2,
120,133975777,Q391093,PLN-200120,QPLN-200120,TitanCore Energy Storage Aerospace Avionics 00120,RM,EA,Each,Energy Storage,Battery modules and packs,11.25,Aerospace,Avionics,TitanCore,Industrial,2,18,1,14,40,59.77,40,
121,395732432,Q935193,PLN-200121,QPLN-200121,EcoCell Controls Industrial Backup Power 00121,FG,SET,Set,Controls,Controllers & power electronics,26.7,Industrial,Backup Power,EcoCell,Value,35,29,14,23,2,263.21,1,MCN1369
122,210808960,Q167757,PLN-200122,QPLN-200122,MediPower Energy Storage Aerospace Avionics 00122,FG,FT,Feet,Energy Storage,Battery modules and packs,15.41,Aerospace,Avionics,MediPower,Medical,5,1,11,23,384,495.97,384,MCN3123
123,913503167,Q701186,PLN-200123,QPLN-200123,MediPower Controls Energy Storage 00123,SFG,FT,Feet,Controls,Controllers & power electronics,6.02,Energy,Storage,MediPower,Medical,8,5,9,20,90,190.11,45,
124,608836064,Q904813,PLN-200124,QPLN-200124,HarborVolt Energy Storage Industrial Material Handling 00124,SFG,FT,Feet,Energy Storage,Battery modules and packs,14.22,Industrial,Material Handling,HarborVolt,Marine,32,18,13,8,2,158.67,2,
125,847232493,Q416558,PLN-200125,QPLN-200125,EcoCell Charging Automotive ICE 00125,FG,FT,Feet,Charging,Chargers & accessories,33.59,Automotive,ICE,EcoCell,Value,31,32,23,31,1,215.08,1,MCN2403
126,704685887,Q222438,PLN-200126,QPLN-200126,VoltMax Energy Storage Medical Devices 00126,SFG,FT,Feet,Energy Storage,Battery modules and packs,29.08,Medical,Devices,VoltMax,Premium,23,32,16,11,2,41.06,1,
127,761290880,Q793906,PLN-200127,QPLN-200127,EcoCell Sensing Industrial Backup Power 00127,FG,EA,Each,Sensing,Sensors & actuators,5.67,Industrial,Backup Power,EcoCell,Value,19,12,1,19,32,266.35,8,MCN2974
128,394519417,Q842385,PLN-200128,QPLN-200128,EcoCell Wiring Aerospace Avionics 00128,SFG,KG,Kilogram,Wiring,Harnesses & connectors,5.02,Aerospace,Avionics,EcoCell,Value,37,5,19,10,27,94.88,9,
129,973341175,Q107920,PLN-200129,QPLN-200129,EcoCell Energy Storage Automotive EV/Hybrid 00129,RM,SET,Set,Energy Storage,Battery modules and packs,11.32,Automotive,EV/Hybrid,EcoCell,Value,28,16,1,14,12,40.44,3,
130,542994133,Q452003,PLN-200130,QPLN-200130,TitanCore Thermal Marine Propulsion 00130,RM,LBS,Pounds,Thermal,Cooling systems & manifolds,7.7,Marine,Propulsion,TitanCore,Industrial,10,7,11,1,72,53.01,24,
131,438519558,Q833405,PLN-200131,QPLN-200131,EcoCell Thermal Energy Storage 00131,SUBASSY,SET,Set,Thermal,Cooling systems & manifolds,6.47,Energy,Storage,EcoCell,Value,35,19,10,19,8,94.27,2,
132,106982665,Q467874,PLN-200132,QPLN-200132,AeroLite Energy Storage Medical Devices 00132,FG,LBS,Pounds,Energy Storage,Battery modules and packs,42.36,Medical,Devices,AeroLite,Aerospace,24,17,12,24,6,489.58,2,MCN1264
133,240165299,Q427565,PLN-200133,QPLN-200133,AeroLite Energy Storage Marine Propulsion 00133,SUBASSY,KG,Kilogram,Energy Storage,Battery modules and packs,2.05,Marine,Propulsion,AeroLite,Aerospace,7,19,13,5,10,157.71,10,
134,521309534,Q766345,PLN-200134,QPLN-200134,VoltMax Enclosures Automotive ICE 00134,SFG,FT,Feet,Enclosures,"Cabinets, housings, brackets",10.36,Automotive,ICE,VoltMax,Premium,9,11,1,13,64,309.92,16,
135,200035882,Q676203,PLN-200135,QPLN-200135,HarborVolt Thermal Medical Devices 00135,RM,EA,Each,Thermal,Cooling systems & manifolds,11.54,Medical,Devices,HarborVolt,Marine,48,18,16,10,2,50.55,1,
136,615274023,Q940083,PLN-200136,QPLN-200136,VoltMax Controls Marine Propulsion 00136,RM,KG,Kilogram,Controls,Controllers & power electronics,55.58,Marine,Propulsion,VoltMax,Premium,52,17,14,12,1,81.38,1,
137,885099850,Q582501,PLN-200137,QPLN-200137,EcoCell Controls Marine Propulsion 00137,RM,KG,Kilogram,Controls,Controllers & power electronics,5.34,Marine,Propulsion,EcoCell,Value,11,13,8,13,9,39.69,9,
138,484120978,Q721867,PLN-200138,QPLN-200138,MediPower Thermal Aerospace Avionics 00138,SFG,KG,Kilogram,Thermal,Cooling systems & manifolds,7.23,Aerospace,Avionics,MediPower,Medical,10,20,12,14,24,149.75,8,
139,200514400,Q460413,PLN-200139,QPLN-200139,MediPower Energy Storage Energy Storage 00139,FG,FT,Feet,Energy Storage,Battery modules and packs,7.66,Energy,Storage,MediPower,Medical,22,23,3,26,4,557.55,2,MCN3451
140,659098328,Q198361,PLN-200140,QPLN-200140,EcoCell Thermal Medical Devices 00140,FG,EA,Each,Thermal,Cooling systems & manifolds,2.81,Medical,Devices,EcoCell,Value,11,26,8,18,3,217.55,3,MCN1915
141,101143652,Q337933,PLN-200141,QPLN-200141,TitanCore Wiring Medical Devices 00141,SUBASSY,FT,Feet,Wiring,Harnesses & connectors,10.14,Medical,Devices,TitanCore,Industrial,22,11,7,12,4,121.35,4,
142,553254960,Q748872,PLN-200142,QPLN-200142,EcoCell Energy Storage Medical Devices 00142,RM,FT,Feet,Energy Storage,Battery modules and packs,21.38,Medical,Devices,EcoCell,Value,25,15,17,13,9,45.12,3,
143,891465831,Q404619,PLN-200143,QPLN-200143,AeroLite Sensing Aerospace Avionics 00143,FG,LBS,Pounds,Sensing,Sensors & actuators,88.52,Aerospace,Avionics,AeroLite,Aerospace,36,17,13,25,4,404.9,2,MCN3467
144,792847571,Q839397,PLN-200144,QPLN-200144,HarborVolt Charging Energy Storage 00144,FG,KG,Kilogram,Charging,Chargers & accessories,16.83,Energy,Storage,HarborVolt,Marine,16,27,8,15,6,521.21,2,MCN2949
145,600720281,Q161280,PLN-200145,QPLN-200145,EcoCell Controls Aerospace Avionics 00145,FG,KG,Kilogram,Controls,Controllers & power electronics,5.05,Aerospace,Avionics,EcoCell,Value,11,18,7,26,24,221.44,6,MCN1634
146,973536034,Q984821,PLN-200146,QPLN-200146,TitanCore Wiring Automotive EV/Hybrid 00146,FG,LBS,Pounds,Wiring,Harnesses & connectors,4.75,Automotive,EV/Hybrid,TitanCore,Industrial,17,18,8,26,12,366.45,4,MCN1240
147,787503663,Q267561,PLN-200147,QPLN-200147,EcoCell Wiring Automotive EV/Hybrid 00147,FG,EA,Each,Wiring,Harnesses & connectors,15.7,Automotive,EV/Hybrid,EcoCell,Value,33,13,16,30,6,249.1,3,MCN1398
148,373700085,Q357157,PLN-200148,QPLN-200148,MediPower Energy Storage Aerospace Avionics 00148,FG,SET,Set,Energy Storage,Battery modules and packs,16.83,Aerospace,Avionics,MediPower,Medical,19,17,12,16,16,390.29,4,MCN1377
149,598957514,Q554508,PLN-200149,QPLN-200149,TitanCore Enclosures Automotive EV/Hybrid 00149,RM,FT,Feet,Enclosures,"Cabinets, housings, brackets",6.06,Automotive,EV/Hybrid,TitanCore,Industrial,6,10,1,19,24,33.63,24,
150,593616142,Q823002,PLN-200150,QPLN-200150,HarborVolt Charging Automotive EV/Hybrid 00150,PKG,LBS,Pounds,Charging,Chargers & accessories,1.41,Automotive,EV/Hybrid,HarborVolt,Marine,15,32,1,4,8,6.74,2,
151,944207653,Q380663,PLN-200151,QPLN-200151,VoltMax Energy Storage Energy Storage 00151,FG,FT,Feet,Energy Storage,Battery modules and packs,7.48,Energy,Storage,VoltMax,Premium,22,28,19,25,1,305.9,1,MCN2551
152,273498135,Q873549,PLN-200152,QPLN-200152,MediPower Enclosures Automotive ICE 00152,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",19.0,Automotive,ICE,MediPower,Medical,12,7,10,7,54,92.53,18,
153,485198085,Q808907,PLN-200153,QPLN-200153,AeroLite Thermal Industrial Material Handling 00153,PKG,EA,Each,Thermal,Cooling systems & manifolds,7.66,Industrial,Material Handling,AeroLite,Aerospace,18,7,4,0,12,9.78,12,
154,817110321,Q156994,PLN-200154,QPLN-200154,AeroLite Controls Energy Storage 00154,FG,EA,Each,Controls,Controllers & power electronics,0.35,Energy,Storage,AeroLite,Aerospace,26,20,17,28,4,373.85,2,MCN3234
155,697946042,Q997625,PLN-200155,QPLN-200155,HarborVolt Charging Automotive EV/Hybrid 00155,SFG,FT,Feet,Charging,Chargers & accessories,10.01,Automotive,EV/Hybrid,HarborVolt,Marine,30,8,6,11,12,132.11,6,
156,415364968,Q390475,PLN-200156,QPLN-200156,AeroLite Sensing Automotive EV/Hybrid 00156,FG,LBS,Pounds,Sensing,Sensors & actuators,150.38,Automotive,EV/Hybrid,AeroLite,Aerospace,25,26,20,32,3,540.8,1,MCN2981
157,546129514,Q814785,PLN-200157,QPLN-200157,VoltMax Wiring Aerospace Avionics 00157,SFG,EA,Each,Wiring,Harnesses & connectors,15.35,Aerospace,Avionics,VoltMax,Premium,40,2,5,19,96,207.25,24,
158,237732119,Q445570,PLN-200158,QPLN-200158,MediPower Energy Storage Automotive EV/Hybrid 00158,RM,FT,Feet,Energy Storage,Battery modules and packs,18.96,Automotive,EV/Hybrid,MediPower,Medical,25,14,17,21,9,77.7,3,
159,850335384,Q101256,PLN-200159,QPLN-200159,MediPower Sensing Automotive EV/Hybrid 00159,SFG,EA,Each,Sensing,Sensors & actuators,12.75,Automotive,EV/Hybrid,MediPower,Medical,18,21,1,13,16,166.78,4,
160,567710678,Q539700,PLN-200160,QPLN-200160,VoltMax Enclosures Aerospace Avionics 00160,SFG,EA,Each,Enclosures,"Cabinets, housings, brackets",20.98,Aerospace,Avionics,VoltMax,Premium,28,18,4,12,6,99.23,2,
161,766240781,Q702335,PLN-200161,QPLN-200161,HarborVolt Energy Storage Automotive ICE 00161,RM,KG,Kilogram,Energy Storage,Battery modules and packs,13.58,Automotive,ICE,HarborVolt,Marine,16,9,25,12,40,73.13,10,
162,648998542,Q577012,PLN-200162,QPLN-200162,EcoCell Sensing Aerospace Avionics 00162,FG,KG,Kilogram,Sensing,Sensors & actuators,28.83,Aerospace,Avionics,EcoCell,Value,26,23,17,17,4,84.4,2,MCN2415
163,529539350,Q131585,PLN-200163,QPLN-200163,EcoCell Charging Marine Propulsion 00163,SFG,FT,Feet,Charging,Chargers & accessories,14.12,Marine,Propulsion,EcoCell,Value,12,26,10,18,9,157.29,3,
164,247813319,Q759744,PLN-200164,QPLN-200164,VoltMax Enclosures Industrial Material Handling 00164,PKG,SET,Set,Enclosures,"Cabinets, housings, brackets",22.99,Industrial,Material Handling,VoltMax,Premium,12,8,26,10,72,6.58,18,
165,634294128,Q565587,PLN-200165,QPLN-200165,MediPower Controls Marine Propulsion 00165,RM,EA,Each,Controls,Controllers & power electronics,9.73,Marine,Propulsion,MediPower,Medical,22,12,8,11,12,104.83,4,
166,223699154,Q127698,PLN-200166,QPLN-200166,VoltMax Energy Storage Energy Storage 00166,FG,SET,Set,Energy Storage,Battery modules and packs,16.84,Energy,Storage,VoltMax,Premium,23,4,24,14,12,268.35,12,MCN2716
167,836202909,Q479234,PLN-200167,QPLN-200167,HarborVolt Enclosures Industrial Backup Power 00167,FG,EA,Each,Enclosures,"Cabinets, housings, brackets",15.26,Industrial,Backup Power,HarborVolt,Marine,16,20,13,26,12,318.8,4,MCN1635
168,368031138,Q567032,PLN-200168,QPLN-200168,VoltMax Controls Automotive EV/Hybrid 00168,RM,EA,Each,Controls,Controllers & power electronics,17.11,Automotive,EV/Hybrid,VoltMax,Premium,28,1,9,20,144,33.83,48,
169,594323467,Q820475,PLN-200169,QPLN-200169,HarborVolt Charging Energy Storage 00169,SFG,LBS,Pounds,Charging,Chargers & accessories,12.96,Energy,Storage,HarborVolt,Marine,24,13,11,11,9,180.98,3,
170,915957413,Q858632,PLN-200170,QPLN-200170,AeroLite Sensing Medical Devices 00170,RM,EA,Each,Sensing,Sensors & actuators,6.8,Medical,Devices,AeroLite,Aerospace,16,8,7,14,48,140.39,12,
171,307560159,Q133414,PLN-200171,QPLN-200171,AeroLite Controls Automotive ICE 00171,SUBASSY,SET,Set,Controls,Controllers & power electronics,6.99,Automotive,ICE,AeroLite,Aerospace,18,31,7,9,8,157.27,2,
172,789421886,Q785588,PLN-200172,QPLN-200172,AeroLite Wiring Automotive EV/Hybrid 00172,RM,EA,Each,Wiring,Harnesses & connectors,15.84,Automotive,EV/Hybrid,AeroLite,Aerospace,25,7,10,15,24,78.75,6,
173,256073843,Q596397,PLN-200173,QPLN-200173,MediPower Energy Storage Aerospace Avionics 00173,FG,EA,Each,Energy Storage,Battery modules and packs,25.26,Aerospace,Avionics,MediPower,Medical,24,15,14,21,12,289.86,3,MCN1277
174,634670555,Q640847,PLN-200174,QPLN-200174,AeroLite Enclosures Energy Storage 00174,PKG,EA,Each,Enclosures,"Cabinets, housings, brackets",24.32,Energy,Storage,AeroLite,Aerospace,11,18,1,19,24,12.29,6,
175,137582569,Q384670,PLN-200175,QPLN-200175,HarborVolt Energy Storage Automotive EV/Hybrid 00175,FG,LBS,Pounds,Energy Storage,Battery modules and packs,24.69,Automotive,EV/Hybrid,HarborVolt,Marine,25,21,15,17,4,235.08,2,MCN1804
176,452636689,Q481489,PLN-200176,QPLN-200176,EcoCell Thermal Automotive ICE 00176,RM,EA,Each,Thermal,Cooling systems & manifolds,10.11,Automotive,ICE,EcoCell,Value,44,15,13,10,4,32.79,1,
177,354729422,Q673707,PLN-200177,QPLN-200177,VoltMax Controls Automotive ICE 00177,RM,KG,Kilogram,Controls,Controllers & power electronics,1.67,Automotive,ICE,VoltMax,Premium,7,15,7,6,60,30.49,15,
178,544815823,Q913363,PLN-200178,QPLN-200178,TitanCore Thermal Automotive EV/Hybrid 00178,RM,FT,Feet,Thermal,Cooling systems & manifolds,16.08,Automotive,EV/Hybrid,TitanCore,Industrial,39,27,3,6,2,68.73,1,
179,242365235,Q317723,PLN-200179,QPLN-200179,TitanCore Controls Energy Storage 00179,RM,LBS,Pounds,Controls,Controllers & power electronics,61.66,Energy,Storage,TitanCore,Industrial,23,12,27,16,4,75.69,4,
180,192271298,Q356812,PLN-200180,QPLN-200180,MediPower Controls Industrial Material Handling 00180,RM,SET,Set,Controls,Controllers & power electronics,12.0,Industrial,Material Handling,MediPower,Medical,30,28,11,16,2,83.37,1,
181,138467723,Q349711,PLN-200181,QPLN-200181,AeroLite Controls Medical Devices 00181,SFG,FT,Feet,Controls,Controllers & power electronics,20.21,Medical,Devices,AeroLite,Aerospace,10,18,7,4,8,304.24,8,
182,808787333,Q743599,PLN-200182,QPLN-200182,HarborVolt Wiring Medical Devices 00182,PKG,FT,Feet,Wiring,Harnesses & connectors,10.44,Medical,Devices,HarborVolt,Marine,29,15,16,15,3,3.42,3,
183,162783695,Q210699,PLN-200183,QPLN-200183,EcoCell Enclosures Aerospace Avionics 00183,RM,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",72.86,Aerospace,Avionics,EcoCell,Value,33,17,16,10,6,25.77,2,
184,391941577,Q324139,PLN-200184,QPLN-200184,HarborVolt Sensing Automotive ICE 00184,PKG,FT,Feet,Sensing,Sensors & actuators,0.1,Automotive,ICE,HarborVolt,Marine,22,11,1,11,16,8.08,4,
185,208810118,Q386956,PLN-200185,QPLN-200185,AeroLite Thermal Medical Devices 00185,RM,EA,Each,Thermal,Cooling systems & manifolds,0.75,Medical,Devices,AeroLite,Aerospace,11,9,11,10,60,29.31,15,
186,244039064,Q745316,PLN-200186,QPLN-200186,EcoCell Thermal Medical Devices 00186,FG,FT,Feet,Thermal,Cooling systems & manifolds,31.85,Medical,Devices,EcoCell,Value,7,20,4,15,20,155.94,10,MCN2226
187,150661960,Q980591,PLN-200187,QPLN-200187,HarborVolt Sensing Energy Storage 00187,SFG,LBS,Pounds,Sensing,Sensors & actuators,1.81,Energy,Storage,HarborVolt,Marine,26,2,9,10,96,168.54,24,
188,251310158,Q125511,PLN-200188,QPLN-200188,MediPower Enclosures Energy Storage 00188,RM,EA,Each,Enclosures,"Cabinets, housings, brackets",23.53,Energy,Storage,MediPower,Medical,29,17,5,23,2,64.1,2,
189,230946209,Q310399,PLN-200189,QPLN-200189,EcoCell Wiring Industrial Material Handling 00189,RM,KG,Kilogram,Wiring,Harnesses & connectors,49.51,Industrial,Material Handling,EcoCell,Value,40,29,12,17,2,48.3,1,
190,276874338,Q944783,PLN-200190,QPLN-200190,AeroLite Energy Storage Aerospace Avionics 00190,FG,LBS,Pounds,Energy Storage,Battery modules and packs,19.6,Aerospace,Avionics,AeroLite,Aerospace,10,27,13,30,4,222.3,4,MCN1868
191,652523150,Q940964,PLN-200191,QPLN-200191,HarborVolt Thermal Industrial Backup Power 00191,SUBASSY,SET,Set,Thermal,Cooling systems & manifolds,15.66,Industrial,Backup Power,HarborVolt,Marine,42,10,2,14,4,126.9,1,
192,785716687,Q103373,PLN-200192,QPLN-200192,MediPower Controls Automotive EV/Hybrid 00192,SFG,EA,Each,Controls,Controllers & power electronics,16.15,Automotive,EV/Hybrid,MediPower,Medical,27,15,11,5,12,207.75,3,
193,396740785,Q545242,PLN-200193,QPLN-200193,EcoCell Controls Industrial Material Handling 00193,FG,LBS,Pounds,Controls,Controllers & power electronics,5.03,Industrial,Material Handling,EcoCell,Value,10,20,13,32,24,310.91,8,MCN1489
194,827742018,Q479825,PLN-200194,QPLN-200194,VoltMax Wiring Aerospace Avionics 00194,SUBASSY,EA,Each,Wiring,Harnesses & connectors,4.14,Aerospace,Avionics,VoltMax,Premium,46,29,7,18,1,82.17,1,
195,931696854,Q313747,PLN-200195,QPLN-200195,AeroLite Thermal Medical Devices 00195,FG,LBS,Pounds,Thermal,Cooling systems & manifolds,6.35,Medical,Devices,AeroLite,Aerospace,24,15,5,19,12,137.68,3,MCN2973
196,385911671,Q522669,PLN-200196,QPLN-200196,MediPower Sensing Automotive EV/Hybrid 00196,SFG,KG,Kilogram,Sensing,Sensors & actuators,14.24,Automotive,EV/Hybrid,MediPower,Medical,26,19,6,13,4,167.53,2,
197,984208197,Q452553,PLN-200197,QPLN-200197,HarborVolt Enclosures Automotive EV/Hybrid 00197,RM,SET,Set,Enclosures,"Cabinets, housings, brackets",14.89,Automotive,EV/Hybrid,HarborVolt,Marine,20,14,12,11,18,77.43,6,
198,615293187,Q627848,PLN-200198,QPLN-200198,MediPower Enclosures Marine Propulsion 00198,SUBASSY,EA,Each,Enclosures,"Cabinets, housings, brackets",22.81,Marine,Propulsion,MediPower,Medical,31,14,18,18,6,138.07,3,
199,199817319,Q241227,PLN-200199,QPLN-200199,HarborVolt Sensing Automotive ICE 00199,FG,KG,Kilogram,Sensing,Sensors & actuators,51.19,Automotive,ICE,HarborVolt,Marine,37,22,18,21,4,273.13,2,MCN2612
200,417813565,Q901340,PLN-200200,QPLN-200200,TitanCore Energy Storage Automotive ICE 00200,RM,EA,Each,Energy Storage,Battery modules and packs,8.56,Automotive,ICE,TitanCore,Industrial,13,16,8,12,18,56.94,9,
201,352003816,Q500147,PLN-200201,QPLN-200201,MediPower Energy Storage Industrial Material Handling 00201,FG,LBS,Pounds,Energy Storage,Battery modules and packs,56.95,Industrial,Material Handling,MediPower,Medical,35,21,12,25,6,197.04,2,MCN1156
202,640862019,Q297004,PLN-200202,QPLN-200202,EcoCell Sensing Medical Devices 00202,SFG,LBS,Pounds,Sensing,Sensors & actuators,15.88,Medical,Devices,EcoCell,Value,6,18,14,2,48,66.15,12,
203,805369235,Q657657,PLN-200203,QPLN-200203,MediPower Sensing Industrial Backup Power 00203,FG,KG,Kilogram,Sensing,Sensors & actuators,4.81,Industrial,Backup Power,MediPower,Medical,14,25,11,25,2,435.27,2,MCN1365
204,919023233,Q270730,PLN-200204,QPLN-200204,MediPower Enclosures Energy Storage 00204,FG,SET,Set,Enclosures,"Cabinets, housings, brackets",7.76,Energy,Storage,MediPower,Medical,35,24,13,30,4,507.66,2,MCN1391
205,422456624,Q868188,PLN-200205,QPLN-200205,HarborVolt Energy Storage Automotive ICE 00205,FG,LBS,Pounds,Energy Storage,Battery modules and packs,13.49,Automotive,ICE,HarborVolt,Marine,34,2,25,14,96,385.35,24,MCN1036
206,182701751,Q471784,PLN-200206,QPLN-200206,TitanCore Energy Storage Energy Storage 00206,FG,EA,Each,Energy Storage,Battery modules and packs,11.78,Energy,Storage,TitanCore,Industrial,24,10,16,39,16,98.82,4,MCN3091
207,267903769,Q223505,PLN-200207,QPLN-200207,HarborVolt Thermal Industrial Material Handling 00207,SFG,LBS,Pounds,Thermal,Cooling systems & manifolds,53.35,Industrial,Material Handling,HarborVolt,Marine,31,13,15,16,12,190.58,3,
208,493769886,Q545597,PLN-200208,QPLN-200208,AeroLite Sensing Industrial Material Handling 00208,SFG,KG,Kilogram,Sensing,Sensors & actuators,2.63,Industrial,Material Handling,AeroLite,Aerospace,34,39,1,18,3,314.02,1,
209,406935036,Q746805,PLN-200209,QPLN-200209,EcoCell Thermal Industrial Backup Power 00209,SUBASSY,KG,Kilogram,Thermal,Cooling systems & manifolds,7.29,Industrial,Backup Power,EcoCell,Value,14,11,16,0,32,51.85,8,
210,373424301,Q798971,PLN-200210,QPLN-200210,HarborVolt Charging Marine Propulsion 00210,PKG,KG,Kilogram,Charging,Chargers & accessories,8.79,Marine,Propulsion,HarborVolt,Marine,31,18,7,10,2,7.92,2,
211,193598820,Q302688,PLN-200211,QPLN-200211,HarborVolt Controls Medical Devices 00211,FG,KG,Kilogram,Controls,Controllers & power electronics,18.63,Medical,Devices,HarborVolt,Marine,36,14,23,20,3,150.2,3,MCN2743
212,621448078,Q933361,PLN-200212,QPLN-200212,HarborVolt Sensing Aerospace Avionics 00212,PKG,KG,Kilogram,Sensing,Sensors & actuators,9.32,Aerospace,Avionics,HarborVolt,Marine,22,11,9,13,16,2.16,4,
213,943907127,Q180330,PLN-200213,QPLN-200213,HarborVolt Sensing Marine Propulsion 00213,PKG,KG,Kilogram,Sensing,Sensors & actuators,5.2,Marine,Propulsion,HarborVolt,Marine,7,15,13,15,60,7.79,15,
214,604629262,Q266812,PLN-200214,QPLN-200214,AeroLite Charging Automotive EV/Hybrid 00214,PKG,LBS,Pounds,Charging,Chargers & accessories,1.24,Automotive,EV/Hybrid,AeroLite,Aerospace,1,10,15,4,160,12.88,160,
215,477953699,Q902310,PLN-200215,QPLN-200215,HarborVolt Thermal Aerospace Avionics 00215,FG,SET,Set,Thermal,Cooling systems & manifolds,26.84,Aerospace,Avionics,HarborVolt,Marine,41,22,7,14,4,296.97,1,MCN2983
216,469874338,Q307218,PLN-200216,QPLN-200216,EcoCell Charging Medical Devices 00216,FG,EA,Each,Charging,Chargers & accessories,26.91,Medical,Devices,EcoCell,Value,42,1,5,29,3,209.24,1,MCN2832
217,995488524,Q910780,PLN-200217,QPLN-200217,VoltMax Sensing Medical Devices 00217,SFG,LBS,Pounds,Sensing,Sensors & actuators,16.68,Medical,Devices,VoltMax,Premium,34,6,20,21,8,242.73,8,
